protein_name1,protein_name2
Q9BQQ3,Q86Y82
Q86Y82,Q9BQQ3
P36091,P32379
P32379,P36091
Q8ND90,O95988
O95988,Q8ND90
Q6GPH6,O43291
O43291,Q6GPH6
Q8IUN9,P0DTC2
P0DTC2,Q8IUN9
P27361,P04637
P04637,P27361
P08727,Q8TCE9
Q8TCE9,P08727
P87262,P39928
P39928,P87262
P32480,P38238
P38238,P32480
P30533,P01130
P01130,P30533
P0C054,P06959
P06959,P0C054
Q12772,Q12772
P0AD49,P0ADE8
P0ADE8,P0AD49
P27695,P08729
P08729,P27695
P22146,P40554
P40554,P22146
Q12254,P32773
P32773,Q12254
P76507,P77619
P77619,P76507
Q68D86,Q15008
Q15008,Q68D86
Q9Y6K9,O14787
O14787,Q9Y6K9
P38038,P03817
P03817,P38038
P38341,P51401
P51401,P38341
Q6P587,Q9BTV5
Q9BTV5,Q6P587
Q08972,P48565
P48565,Q08972
P02309,P40317
P40317,P02309
Q68CP9,Q96GM5
Q96GM5,Q68CP9
P16892,P32561
P32561,P16892
P0ADA3,P0ADA7
P0ADA7,P0ADA3
P32353,Q08144
Q08144,P32353
Q9UKF6,Q9NP77
Q9NP77,Q9UKF6
P30657,P22515
P22515,P30657
Q9VS59,Q9VYG2
Q9VYG2,Q9VS59
P40482,Q01590
Q01590,P40482
Q92543,Q9NRC1
Q9NRC1,Q92543
P30656,P23724
P23724,P30656
Q12888,P13010
P13010,Q12888
P49023,Q14247
Q14247,P49023
P0AGH5,P32687
P32687,P0AGH5
P17844,P43243
P43243,P17844
P61830,P40002
P40002,P61830
Q9SZG0,Q9FK28
Q9FK28,Q9SZG0
P52917,P32788
P32788,P52917
Q00772,Q03559
Q03559,Q00772
Q01722,P04786
P04786,Q01722
P0A968,P0AFL9
P0AFL9,P0A968
P10126,P97461
P97461,P10126
P24339,Q92376
Q92376,P24339
Q8C0J2,P84102
P84102,Q8C0J2
P0ABX8,P75957
P75957,P0ABX8
P0A8Q0,P76083
P76083,P0A8Q0
Q96ST3,Q9HAJ7
Q9HAJ7,Q96ST3
Q9UHV9,O15212
O15212,Q9UHV9
P32381,Q06440
Q06440,P32381
O00178,P08621
P08621,O00178
O13820,O36016
O36016,O13820
P34217,P80210
P80210,P34217
Q64462,O08966
O08966,Q64462
P08631,O15350
O15350,P08631
P0A935,P0A6L4
P0A6L4,P0A935
P37268,P0DTC5
P0DTC5,P37268
Q9CAJ0,Q9FLB1
Q9FLB1,Q9CAJ0
P21269,P32179
P32179,P21269
Q08929,P43617
P43617,Q08929
P52599,P62617
P62617,P52599
P43571,P25491
P25491,P43571
Q9UTG8,Q10477
Q10477,Q9UTG8
Q96MX6,P62875
P62875,Q96MX6
P0CG63,Q06682
Q06682,P0CG63
Q9EQ06,P19096
P19096,Q9EQ06
P75796,P77759
P77759,P75796
P13033,P0A862
P0A862,P13033
P16474,Q12000
Q12000,P16474
P00492,Q96HA8
Q96HA8,P00492
P0AFL3,P0AGJ5
P0AGJ5,P0AFL3
Q03264,P36421
P36421,Q03264
P46955,P36015
P36015,P46955
O95757,Q96NL6
Q96NL6,O95757
P38735,P53156
P53156,P38735
P33307,Q05854
Q05854,P33307
Q03529,Q07478
Q07478,Q03529
Q8WWB3,O14964
O14964,Q8WWB3
P01116,Q14258
Q14258,P01116
O14129,Q09820
Q09820,O14129
Q13308,Q16827
Q16827,Q13308
P38144,P39678
P39678,P38144
O00468,P08670
P08670,O00468
Q6W2J9,O75530
O75530,Q6W2J9
Q6ZRS2,Q69YN4
Q69YN4,Q6ZRS2
Q9HCE1,Q4G0F5
Q4G0F5,Q9HCE1
P35179,Q03161
Q03161,P35179
O95786,Q14258
Q14258,O95786
P12004,P35251
P35251,P12004
Q8L9S0,Q9C508
Q9C508,Q8L9S0
Q92796,O14490
O14490,Q92796
Q9NQW6,Q8N4C6
Q8N4C6,Q9NQW6
Q1EC66,P0CAN7
P0CAN7,Q1EC66
P16892,P32628
P32628,P16892
P46199,P0DTD2
P0DTD2,P46199
Q8NG27,Q15022
Q15022,Q8NG27
O95831,P49411
P49411,O95831
Q6ZU80,Q13547
Q13547,Q6ZU80
Q13310,Q9Y5A9
Q9Y5A9,Q13310
P32494,P53293
P53293,P32494
Q12306,P04786
P04786,Q12306
Q46822,P0ABD1
P0ABD1,Q46822
P47050,P53230
P53230,P47050
Q9UPS6,Q9ULD9
Q9ULD9,Q9UPS6
P43636,P40460
P40460,P43636
Q5JR59,Q63HK5
Q63HK5,Q5JR59
Q6ZVZ8,Q5XPI4
Q5XPI4,Q6ZVZ8
P78314,P22681
P22681,P78314
P38632,P48439
P48439,P38632
P22216,Q04964
Q04964,P22216
Q7LKZ5,O14327
O14327,Q7LKZ5
P32505,Q03370
Q03370,P32505
P36013,P17122
P17122,P36013
P00424,Q03067
Q03067,P00424
P17260,P32944
P32944,P17260
Q9NZ08,P78368
P78368,Q9NZ08
Q02804,Q06389
Q06389,Q02804
P00546,P53267
P53267,P00546
P11076,P48439
P48439,P11076
Q8RXD6,Q84J71
Q84J71,Q8RXD6
P40450,P38165
P38165,P40450
P45983,Q12933
Q12933,P45983
Q09312,Q95ZK7
Q95ZK7,Q09312
P20449,P40971
P40971,P20449
Q05209,Q8N5N7
Q8N5N7,Q05209
O60566,P53350
P53350,O60566
P33336,P32591
P32591,P33336
O14879,P36776
P36776,O14879
P0CG48,O75604
O75604,P0CG48
P27348,Q5VV41
Q5VV41,P27348
P05374,Q12241
Q12241,P05374
Q15051,Q13049
Q13049,Q15051
P53886,P36119
P36119,P53886
P38304,P11792
P11792,P38304
Q04217,P39936
P39936,Q04217
P05067,Q9BQ04
Q9BQ04,P05067
P17844,Q15428
Q15428,P17844
P39286,Q47534
Q47534,P39286
P32807,P32345
P32345,P32807
P0DTC7,O60499
O60499,P0DTC7
P0A6D7,P52097
P52097,P0A6D7
Q00764,P31688
P31688,Q00764
Q13620,Q03468
Q03468,Q13620
P53685,P40505
P40505,P53685
Q5VU43,P48594
P48594,Q5VU43
P14866,P09651
P09651,P14866
P10614,Q00772
Q00772,P10614
Q04007,P32795
P32795,Q04007
P49761,Q14974
Q14974,P49761
Q8IYE0,Q9Y2I6
Q9Y2I6,Q8IYE0
Q9Y312,Q13155
Q13155,Q9Y312
Q03455,Q07993
Q07993,Q03455
Q96P11,Q13263
Q13263,Q96P11
Q9LNW3,O80992
O80992,Q9LNW3
P19158,P25302
P25302,P19158
O94700,O43031
O43031,O94700
P0DTC8,Q8WTV0
Q8WTV0,P0DTC8
P76128,P77196
P77196,P76128
P50076,Q12150
Q12150,P50076
O14274,O14217
O14217,O14274
Q8CDZ2,Q8CDZ2
P49209,Q9FIF3
Q9FIF3,P49209
P38915,P38811
P38811,P38915
P53090,P27697
P27697,P53090
P46988,P36124
P36124,P46988
P22681,P06239
P06239,P22681
O77932,Q8IXW5
Q8IXW5,O77932
P0AEL6,P37767
P37767,P0AEL6
Q676U5,Q15388
Q15388,Q676U5
P35169,P32600
P32600,P35169
Q9Z0J4,O88935
O88935,Q9Z0J4
P15891,P32505
P32505,P15891
O94462,Q9UT39
Q9UT39,O94462
P02992,P06100
P06100,P02992
Q04697,P26798
P26798,Q04697
Q13616,P63208
P63208,Q13616
P42892,P60331
P60331,P42892
P07992,Q92889
Q92889,P07992
P00546,P11353
P11353,P00546
O60885,P52788
P52788,O60885
P48634,P09651
P09651,P48634
P53849,P07270
P07270,P53849
Q9HDC5,P50222
P50222,Q9HDC5
Q8NFU1,Q5BJH2
Q5BJH2,Q8NFU1
O75596,P56182
P56182,O75596
P46674,Q04003
Q04003,P46674
P76041,P63020
P63020,P76041
Q8K3Y3,P48432
P48432,Q8K3Y3
P43583,P36106
P36106,P43583
P32457,Q07381
Q07381,P32457
P35734,Q02732
Q02732,P35734
O15511,P47756
P47756,O15511
P76269,P39369
P39369,P76269
Q922U1,P19253
P19253,Q922U1
Q08951,P38959
P38959,Q08951
Q9P383,O94326
O94326,Q9P383
Q9BUE0,Q9Y3C7
Q9Y3C7,Q9BUE0
P33993,O00232
O00232,P33993
Q9HAV7,P54652
P54652,Q9HAV7
P39990,P33300
P33300,P39990
P53233,Q04228
Q04228,P53233
P45760,P62623
P62623,P45760
P53197,Q12020
Q12020,P53197
Q80TQ2,Q3UG20
Q3UG20,Q80TQ2
Q8N371,Q8TB37
Q8TB37,Q8N371
P39517,Q12267
Q12267,P39517
P61830,P02309
P02309,P61830
P37195,P39346
P39346,P37195
Q9JI91,Q6R891
Q6R891,Q9JI91
P39995,Q03433
Q03433,P39995
P06787,Q3E785
Q3E785,P06787
Q9NRF2,O14492
O14492,Q9NRF2
P0AC30,P0ADN6
P0ADN6,P0AC30
O43390,Q07666
Q07666,O43390
Q9UGU5,Q149N8
Q149N8,Q9UGU5
P32452,P21801
P21801,P32452
Q9DBZ5,P10923
P10923,Q9DBZ5
Q9BYB4,Q9NWS0
Q9NWS0,Q9BYB4
O82132,Q7XYY2
Q7XYY2,O82132
Q15102,P19320
P19320,Q15102
P23542,P17505
P17505,P23542
P01116,P29084
P29084,P01116
P37202,O94288
O94288,P37202
P35195,P39939
P39939,P35195
P39005,Q06339
Q06339,P39005
P13497,Q13439
Q13439,P13497
P25559,P40958
P40958,P25559
P28249,P26602
P26602,P28249
P05090,P05090
P22209,P27514
P27514,P22209
O00483,Q9P0J0
Q9P0J0,O00483
Q9Y4D1,P61586
P61586,Q9Y4D1
P08394,Q47151
Q47151,P08394
Q06217,P47030
P47030,Q06217
P48363,P38198
P38198,P48363
P55085,O76024
O76024,P55085
P25644,P37297
P37297,P25644
P33748,Q03280
Q03280,P33748
P32458,Q02732
Q02732,P32458
Q12692,P36084
P36084,Q12692
P38251,Q00947
Q00947,P38251
P22146,P05030
P05030,P22146
P87275,Q07807
Q07807,P87275
P53192,P40072
P40072,P53192
Q14498,P46778
P46778,Q14498
P25054,P35222
P35222,P25054
P37690,P75796
P75796,P37690
P49336,Q9H944
Q9H944,P49336
Q15848,Q8N6L0
Q8N6L0,Q15848
P38877,P32945
P32945,P38877
P34077,P14907
P14907,P34077
Q9BWF3,Q99K95
Q99K95,Q9BWF3
P25335,Q06150
Q06150,P25335
Q99177,Q08920
Q08920,Q99177
Q04629,P37370
P37370,Q04629
P36520,P07285
P07285,P36520
Q5GLZ8,Q6JEL2
Q6JEL2,Q5GLZ8
P34730,P43588
P43588,P34730
P00890,P34162
P34162,P00890
Q80V62,P97351
P97351,Q80V62
P24583,P33338
P33338,P24583
Q9NVV9,Q8TBK6
Q8TBK6,Q9NVV9
Q6IRU7,Q969X5
Q969X5,Q6IRU7
O95067,Q6UX01
Q6UX01,O95067
Q9H6T3,P36954
P36954,Q9H6T3
P31552,P39386
P39386,P31552
P48562,P40522
P40522,P48562
P16916,P0A855
P0A855,P16916
P38836,P38736
P38736,P38836
Q15884,P46934
P46934,Q15884
O43823,Q9Y230
Q9Y230,O43823
P49205,Q9FIF3
Q9FIF3,P49205
P43329,P0AB43
P0AB43,P43329
P35183,Q12142
Q12142,P35183
Q04406,P35056
P35056,Q04406
Q8TB24,Q9UID6
Q9UID6,Q8TB24
Q9BRT8,Q9H2R5
Q9H2R5,Q9BRT8
P43592,Q12038
Q12038,P43592
Q12386,P0CX48
P0CX48,Q12386
O75147,Q96I25
Q96I25,O75147
Q9P7H1,Q09196
Q09196,Q9P7H1
P17214,P53123
P53123,P17214
Q07807,P47141
P47141,Q07807
O42861,Q9UT79
Q9UT79,O42861
Q06337,Q01560
Q01560,Q06337
P16862,P53378
P53378,P16862
P53600,P06776
P06776,P53600
P35638,Q99909
Q99909,P35638
P00533,Q8IZW8
Q8IZW8,P00533
Q16665,Q15365
Q15365,Q16665
P40367,P49018
P49018,P40367
Q92904,Q9H2U1
Q9H2U1,Q92904
P23833,P12611
P12611,P23833
Q7Z304,Q15750
Q15750,Q7Z304
Q9NWT8,Q76FK4
Q76FK4,Q9NWT8
Q12018,Q12078
Q12078,Q12018
Q01560,O13585
O13585,Q01560
Q96JK2,P61758
P61758,Q96JK2
P11021,Q14498
Q14498,P11021
P35222,Q9Y297
Q9Y297,P35222
P26793,Q05635
Q05635,P26793
P32523,P39682
P39682,P32523
Q9USM3,Q9UTN6
Q9UTN6,Q9USM3
Q04629,P25037
P25037,Q04629
P33224,P0ADS2
P0ADS2,P33224
P25366,Q99260
Q99260,P25366
O23714,O81153
O81153,O23714
P36149,Q06217
Q06217,P36149
P51659,Q15029
Q15029,P51659
P32523,P05755
P05755,P32523
Q05549,Q12093
Q12093,Q05549
Q16666,Q3TBT3
Q3TBT3,Q16666
P60010,P53235
P53235,P60010
P35731,P01098
P01098,P35731
P32504,P32773
P32773,P32504
P0A6U8,P37759
P37759,P0A6U8
Q1EC66,Q9SN95
Q9SN95,Q1EC66
Q9NX58,P37108
P37108,Q9NX58
P25644,P31376
P31376,P25644
Q00776,Q04177
Q04177,Q00776
O65390,P48002
P48002,O65390
P77161,P31069
P31069,P77161
O60070,O74863
O74863,O60070
P40091,P46950
P46950,P40091
P24583,Q12163
Q12163,P24583
Q00839,Q8N6M0
Q8N6M0,Q00839
P17695,P25298
P25298,P17695
P20424,P38893
P38893,P20424
P0AF52,Q47622
Q47622,P0AF52
Q9Y680,P43378
P43378,Q9Y680
Q12283,P40032
P40032,Q12283
Q12469,P06783
P06783,Q12469
P27448,O60343
O60343,P27448
Q9P7M5,O60142
O60142,Q9P7M5
Q16740,Q92947
Q92947,Q16740
P00561,P76145
P76145,P00561
P36566,P0A8P6
P0A8P6,P36566
P41543,Q02795
Q02795,P41543
P15373,P08839
P08839,P15373
Q9BY11,Q9UNF0
Q9UNF0,Q9BY11
P14927,P24752
P24752,P14927
O35435,P84099
P84099,O35435
Q99382,Q08646
Q08646,Q99382
P87314,P40381
P40381,P87314
P24813,P47050
P47050,P24813
P87244,O43019
O43019,P87244
O60493,Q8IWZ8
Q8IWZ8,O60493
P38772,P43539
P43539,P38772
P40509,P0CG63
P0CG63,P40509
P32895,P38620
P38620,P32895
Q96DC9,Q9BZR9
Q9BZR9,Q96DC9
P31384,P34110
P34110,P31384
P27348,Q9H0B6
Q9H0B6,P27348
P62491,Q8NBX0
Q8NBX0,P62491
Q92769,O95863
O95863,Q92769
Q07560,P32580
P32580,Q07560
P0A734,P37056
P37056,P0A734
Q8IWZ3,O75179
O75179,Q8IWZ3
P10619,Q96PQ1
Q96PQ1,P10619
Q12149,P32776
P32776,Q12149
P62651,Q12154
Q12154,P62651
P13434,P40893
P40893,P13434
Q8WW22,Q9HAV7
Q9HAV7,Q8WW22
Q01844,O95721
O95721,Q01844
Q14839,P51532
P51532,Q14839
P48565,P41806
P41806,P48565
Q99271,P46677
P46677,Q99271
Q61188,Q07133
Q07133,Q61188
P23331,P76057
P76057,P23331
P35637,P11142
P11142,P35637
P38853,P32944
P32944,P38853
Q12114,Q00772
Q00772,Q12114
Q9H4M7,Q9BZG1
Q9BZG1,Q9H4M7
Q09819,O13777
O13777,Q09819
P40487,P32461
P32461,P40487
Q05549,P32521
P32521,Q05549
Q9Y6N6,Q8NBI5
Q8NBI5,Q9Y6N6
Q04894,P36528
P36528,Q04894
O15265,Q92830
Q92830,O15265
P31274,Q06710
Q06710,P31274
Q02948,P40509
P40509,Q02948
Q99177,Q12330
Q12330,Q99177
P35734,P53168
P53168,P35734
P77488,P13035
P13035,P77488
P48549,P48549
Q2V419,Q9SCR2
Q9SCR2,Q2V419
P53253,P28519
P28519,P53253
Q14671,Q92540
Q92540,Q14671
Q06822,P48562
P48562,Q06822
Q04067,Q07807
Q07807,Q04067
Q92830,Q8IYH5
Q8IYH5,Q92830
O14578,Q14676
Q14676,O14578
Q9NPI1,Q9BZI7
Q9BZI7,Q9NPI1
P35637,O15042
O15042,P35637
P40120,P37344
P37344,P40120
P24348,Q09638
Q09638,P24348
P36049,Q08732
Q08732,P36049
Q99496,Q86W42
Q86W42,Q99496
P12904,P38291
P38291,P12904
P40319,Q99260
Q99260,P40319
Q6H8Q1,P14866
P14866,Q6H8Q1
P38755,P40150
P40150,P38755
P0DTC6,Q9Y2W6
Q9Y2W6,P0DTC6
Q9USX9,Q9USK3
Q9USK3,Q9USX9
Q84JP1,Q9SIT9
Q9SIT9,Q84JP1
Q86VP6,Q12905
Q12905,Q86VP6
P0ABE2,P0ACL5
P0ACL5,P0ABE2
P24784,P36040
P36040,P24784
Q9H1Y0,Q7Z6L1
Q7Z6L1,Q9H1Y0
P00505,P40926
P40926,P00505
Q13286,P39656
P39656,Q13286
Q04178,P38972
P38972,Q04178
P32497,P38241
P38241,P32497
Q9VEC1,Q9GYV9
Q9GYV9,Q9VEC1
P67910,P0A927
P0A927,P67910
Q9NQW6,Q15149
Q15149,Q9NQW6
P40960,P43565
P43565,P40960
P53973,P32913
P32913,P53973
Q05900,P39078
P39078,Q05900
O00555,P67870
P67870,O00555
P33344,P0ADD2
P0ADD2,P33344
P11021,P02741
P02741,P11021
Q504Q3,P22626
P22626,Q504Q3
P63228,P10408
P10408,P63228
Q9P305,P53599
P53599,Q9P305
O14170,O74482
O74482,O14170
Q9VNE9,Q9VH69
Q9VH69,Q9VNE9
P25440,P62807
P62807,P25440
P62747,Q63429
Q63429,P62747
P47032,P38337
P38337,P47032
Q04412,Q12200
Q12200,Q04412
P61353,P05387
P05387,P61353
Q9HBB8,Q9NUQ7
Q9NUQ7,Q9HBB8
Q96S65,P62140
P62140,Q96S65
P32458,P32485
P32485,P32458
P32608,Q08144
Q08144,P32608
P11746,Q04673
Q04673,P11746
Q5T9A4,Q9BUE0
Q9BUE0,Q5T9A4
O43765,P01135
P01135,O43765
Q96MX6,Q9H9Y6
Q9H9Y6,Q96MX6
Q9UJM3,Q6S8J3
Q6S8J3,Q9UJM3
Q8TDM6,P07737
P07737,Q8TDM6
P53201,P38806
P38806,P53201
Q16795,Q9NWS8
Q9NWS8,Q16795
P00562,P0A8N3
P0A8N3,P00562
P32829,P53256
P53256,P32829
P51116,Q13283
Q13283,P51116
P0DTD1,P42677
P42677,P0DTD1
Q03509,Q9S744
Q9S744,Q03509
P52290,P39743
P39743,P52290
Q9H4M7,Q9NZ01
Q9NZ01,Q9H4M7
Q39057,Q9FGJ3
Q9FGJ3,Q39057
Q8VWK0,Q9FHY0
Q9FHY0,Q8VWK0
Q05900,Q04673
Q04673,Q05900
Q9H444,O60832
O60832,Q9H444
O18017,Q20471
Q20471,O18017
Q12125,Q12285
Q12285,Q12125
O00214,Q96Q45
Q96Q45,O00214
P41733,P29453
P29453,P41733
P38682,P15303
P15303,P38682
P13393,P32773
P32773,P13393
P40013,P38770
P38770,P40013
Q9Y608,Q9GZQ8
Q9GZQ8,Q9Y608
O94669,O13819
O13819,O94669
P61163,Q9UJW0
Q9UJW0,P61163
P10398,Q00534
Q00534,P10398
Q02908,P09959
P09959,Q02908
Q9P7C6,O13682
O13682,Q9P7C6
P11747,P46677
P46677,P11747
Q7Z5P4,O14925
O14925,Q7Z5P4
P60010,P32916
P32916,P60010
P68104,Q9UQE7
Q9UQE7,P68104
P39016,P25846
P25846,P39016
Q96ST3,P51532
P51532,Q96ST3
Q9UGI9,Q13131
Q13131,Q9UGI9
P42846,P40693
P40693,P42846
P38934,P39727
P39727,P38934
Q9NRA8,Q5JSZ5
Q5JSZ5,Q9NRA8
P0DTC8,P10619
P10619,P0DTC8
P50947,Q03388
Q03388,P50947
P40926,Q9UGM6
Q9UGM6,P40926
Q9NVI7,Q8WUK0
Q8WUK0,Q9NVI7
Q69YN4,O60290
O60290,Q69YN4
P35187,Q04195
Q04195,P35187
P10378,P33136
P33136,P10378
P50096,P24547
P24547,P50096
P0A6H1,P65292
P65292,P0A6H1
Q96CB5,Q969H0
Q969H0,Q96CB5
Q02554,P41835
P41835,Q02554
P39987,Q12477
Q12477,P39987
P40505,P25302
P25302,P40505
P40965,Q04477
Q04477,P40965
P32598,P29539
P29539,P32598
P0CX54,P41806
P41806,P0CX54
O74986,O94396
O94396,O74986
P0ACC9,P75763
P75763,P0ACC9
P38742,P17883
P17883,P38742
P13712,P22211
P22211,P13712
P45432,Q8L5U0
Q8L5U0,P45432
Q969T4,Q969T4
P76084,P0AF45
P0AF45,P76084
O81148,Q9LQR8
Q9LQR8,O81148
Q12051,P43570
P43570,Q12051
Q00325,P60484
P60484,Q00325
Q9UNH5,Q7Z2Z2
Q7Z2Z2,Q9UNH5
Q12882,Q8NCW5
Q8NCW5,Q12882
P43304,P06461
P06461,P43304
P49135,P70340
P70340,P49135
P33399,P33418
P33418,P33399
P40568,P39731
P39731,P40568
P26449,P38073
P38073,P26449
Q12221,P25339
P25339,Q12221
P51531,Q6STE5
Q6STE5,P51531
P32898,P10507
P10507,P32898
P43351,P43351
P62879,Q8NFZ5
Q8NFZ5,P62879
Q9UBK5,P26718
P26718,Q9UBK5
P76182,P03018
P03018,P76182
P54115,P35718
P35718,P54115
P15927,Q9NQG5
Q9NQG5,P15927
P0AEB2,P0A9R7
P0A9R7,P0AEB2
P39007,Q3E7A6
Q3E7A6,P39007
P53154,P48439
P48439,P53154
Q08235,P46675
P46675,Q08235
P34243,P31382
P31382,P34243
Q9NS91,Q9Y388
Q9Y388,Q9NS91
P47754,Q80Z64
Q80Z64,P47754
Q9HCE1,Q9NUL3
Q9NUL3,Q9HCE1
P22304,Q8IVL6
Q8IVL6,P22304
Q9USU8,Q9P7T8
Q9P7T8,Q9USU8
Q02804,Q3E784
Q3E784,Q02804
P35613,Q13356
Q13356,P35613
Q9UHV7,Q9H204
Q9H204,Q9UHV7
O88569,P37840
P37840,O88569
Q13136,Q99460
Q99460,Q13136
P32352,Q02516
Q02516,P32352
P39517,P33301
P33301,P39517
P53938,Q03080
Q03080,P53938
P84084,P70182
P70182,P84084
Q02908,Q02793
Q02793,Q02908
P40094,P36158
P36158,P40094
P21375,Q08285
Q08285,P21375
Q04418,Q02457
Q02457,Q04418
P87127,P78920
P78920,P87127
P32496,P40341
P40341,P32496
P49419,Q9Y6E0
Q9Y6E0,P49419
P40925,P04181
P04181,P40925
Q05549,P47017
P47017,Q05549
Q10407,O14336
O14336,Q10407
O75525,Q86VM9
Q86VM9,O75525
P38261,P38429
P38429,P38261
Q12150,P40015
P40015,Q12150
P42336,P11172
P11172,P42336
Q96CS3,P27105
P27105,Q96CS3
P36088,Q01560
Q01560,P36088
O13919,Q9UTG2
Q9UTG2,O13919
Q9UNQ2,Q6NUN9
Q6NUN9,Q9UNQ2
Q06706,P40357
P40357,Q06706
P53114,P36083
P36083,P53114
P38242,P38848
P38848,P38242
Q16531,Q9UBU9
Q9UBU9,Q16531
P53731,P34226
P34226,P53731
P39704,P33775
P33775,P39704
P02994,P41909
P41909,P02994
O94973,Q86YT6
Q86YT6,O94973
O35284,P09450
P09450,O35284
P40582,Q12038
Q12038,P40582
Q13405,A3KMH1
A3KMH1,Q13405
Q6UX01,Q9UPU5
Q9UPU5,Q6UX01
Q13601,Q8TAD8
Q8TAD8,Q13601
P53192,Q12234
Q12234,P53192
Q14839,Q9BQ39
Q9BQ39,Q14839
Q16665,O14818
O14818,Q16665
Q6Q560,P25374
P25374,Q6Q560
P38996,Q08162
Q08162,P38996
P49753,Q9BV38
Q9BV38,P49753
P43557,P53549
P53549,P43557
P40464,Q12334
Q12334,P40464
O14578,O94906
O94906,O14578
Q9NR12,Q9NRR5
Q9NRR5,Q9NR12
Q80V62,Q8BHB4
Q8BHB4,Q80V62
Q9BRK5,Q8IVT5
Q8IVT5,Q9BRK5
Q92317,O13539
O13539,Q92317
Q09849,Q10294
Q10294,Q09849
P00805,P60932
P60932,P00805
P25646,P42073
P42073,P25646
Q16526,Q13263
Q13263,Q16526
O74191,Q09810
Q09810,O74191
P0AG90,P02930
P02930,P0AG90
O74455,Q9P7M6
Q9P7M6,O74455
Q14152,Q4G0A6
Q4G0A6,Q14152
P53919,P19657
P19657,P53919
P33748,Q02100
Q02100,P33748
Q12509,P38632
P38632,Q12509
P31384,P36017
P36017,P31384
P13712,Q12495
Q12495,P13712
P36941,Q12933
Q12933,P36941
Q9VSH3,Q8T9B6
Q8T9B6,Q9VSH3
P49770,Q13144
Q13144,P49770
P20618,P55735
P55735,P20618
P35197,Q99260
Q99260,P35197
P25960,P39295
P39295,P25960
P17536,P40554
P40554,P17536
Q9NY61,Q8TAD8
Q8TAD8,Q9NY61
O14578,P67809
P67809,O14578
P75857,P75830
P75830,P75857
Q8N9B5,Q9P0L0
Q9P0L0,Q8N9B5
P0AGF2,P11663
P11663,P0AGF2
Q99382,P38011
P38011,Q99382
Q9NXK8,P0DTC8
P0DTC8,Q9NXK8
O60183,O59797
O59797,O60183
P38523,Q01852
Q01852,P38523
Q12309,P24384
P24384,Q12309
P31380,P53632
P53632,P31380
P25296,P16151
P16151,P25296
Q15835,P01106
P01106,Q15835
P63010,Q15287
Q15287,P63010
O22775,Q9CA75
Q9CA75,O22775
Q07395,P53303
P53303,Q07395
Q09892,P87061
P87061,Q09892
Q13310,O95863
O95863,Q13310
Q12509,P25588
P25588,Q12509
Q12509,Q06142
Q06142,Q12509
Q13616,Q9UBF1
Q9UBF1,Q13616
O60341,Q96BD5
Q96BD5,O60341
P11632,P32558
P32558,P11632
Q02805,P39940
P39940,Q02805
P53959,P32074
P32074,P53959
P0AEJ0,P0A6P9
P0A6P9,P0AEJ0
P38881,P39968
P39968,P38881
P37198,Q9H4M7
Q9H4M7,P37198
P53280,P38335
P38335,P53280
P29366,P09959
P09959,P29366
P49029,P52478
P52478,P49029
P36149,P22213
P22213,P36149
Q96SQ7,P20815
P20815,Q96SQ7
P35206,P16151
P16151,P35206
Q15014,Q96QT6
Q96QT6,Q15014
Q96DZ9,Q9ULP0
Q9ULP0,Q96DZ9
P53917,P09937
P09937,P53917
O14578,Q8IW36
Q8IW36,O14578
O14965,P24522
P24522,O14965
Q8NFZ5,O00308
O00308,Q8NFZ5
O94326,Q10106
Q10106,O94326
P31384,P32609
P32609,P31384
Q12480,P40468
P40468,Q12480
P53930,P36037
P36037,P53930
P63168,Q14202
Q14202,P63168
P31384,P40091
P40091,P31384
P49334,P04840
P04840,P49334
Q9BQ95,O43318
O43318,Q9BQ95
P03186,Q93009
Q93009,P03186
Q86TU7,O60493
O60493,Q86TU7
Q12447,P38089
P38089,Q12447
P0ADQ2,P0A6B7
P0A6B7,P0ADQ2
Q8WTR4,Q9UNK0
Q9UNK0,Q8WTR4
P07355,Q9NQC7
Q9NQC7,P07355
Q9BZS1,O15304
O15304,Q9BZS1
P25536,P08394
P08394,P25536
Q9P209,Q96HN2
Q96HN2,Q9P209
P63228,P0AFI5
P0AFI5,P63228
Q03104,P30619
P30619,Q03104
P78318,Q15843
Q15843,P78318
P60010,Q12509
Q12509,P60010
Q9UBV8,O94979
O94979,Q9UBV8
P32328,P40484
P40484,P32328
P27695,Q7L2K0
Q7L2K0,P27695
P0ABV2,Q46893
Q46893,P0ABV2
O95169,O14949
O14949,O95169
Q12050,Q92317
Q92317,Q12050
Q03940,P33330
P33330,Q03940
Q07508,Q12052
Q12052,Q07508
P25341,P40469
P40469,P25341
P27895,P40043
P40043,P27895
P33306,Q00772
Q00772,P33306
O14497,Q92922
Q92922,O14497
Q2TAC2,Q8N4C6
Q8N4C6,Q2TAC2
Q06505,P38989
P38989,Q06505
P57740,Q8NFH3
Q8NFH3,P57740
Q9VZV5,B6VQA1
B6VQA1,Q9VZV5
P53938,Q3E821
Q3E821,P53938
P02924,P23843
P23843,P02924
Q9NRX1,O43147
O43147,Q9NRX1
Q8IUC2,P78424
P78424,Q8IUC2
P63037,P38060
P38060,P63037
P00546,P53273
P53273,P00546
P08524,P0CE41
P0CE41,P08524
P25366,P0CG63
P0CG63,P25366
O43741,P60411
P60411,O43741
P48837,P04147
P04147,P48837
Q9H6F5,P0DTD1
