drugid1,drugid2
DB00553,DB00759
DB00759,DB00553
DB00553,DB00839
DB00839,DB00553
DB00553,DB01015
DB01015,DB00553
DB01067,DB00553
DB00553,DB01067
DB00553,DB01069
DB01069,DB00553
DB00553,DB01124
DB01124,DB00553
DB01137,DB00553
DB00553,DB01137
DB00982,DB00553
DB00553,DB00982
DB00695,DB00553
DB00553,DB00695
DB00808,DB00553
DB00553,DB00808
DB00887,DB00553
DB00553,DB00887
DB00562,DB00553
DB00553,DB00562
DB00774,DB00553
DB00553,DB00774
DB00819,DB00553
DB00553,DB00819
DB00880,DB00553
DB00553,DB00880
DB00553,DB01021
DB01021,DB00553
DB00553,DB01324
DB01324,DB00553
DB00619,DB00553
DB00553,DB00619
DB00553,DB00806
DB00806,DB00553
DB00553,DB00831
DB00831,DB00553
DB00553,DB00850
DB00850,DB00553
DB00969,DB00553
DB00553,DB00969
DB00978,DB00553
DB00553,DB00978
DB00553,DB00980
DB00980,DB00553
DB00553,DB01367
DB01367,DB00553
DB00553,DB04951
DB04951,DB00553
DB00553,DB09118
DB09118,DB00553
DB00553,DB00697
DB00697,DB00553
DB00553,DB00755
DB00755,DB00553
DB09026,DB00554
DB00554,DB09026
DB01609,DB00554
DB00554,DB01609
DB01395,DB00554
DB00554,DB01395
DB01275,DB00554
DB00554,DB01275
DB14509,DB00554
DB00554,DB14509
DB00563,DB00554
DB00554,DB00563
DB00642,DB00554
DB00554,DB00642
DB00834,DB00554
DB00554,DB00834
DB00554,DB09299
DB09299,DB00554
DB00554,DB14126
DB14126,DB00554
DB00630,DB00554
DB00554,DB00630
DB00569,DB00554
DB00554,DB00569
DB00554,DB00682
DB00682,DB00554
DB00975,DB00554
DB00554,DB00975
DB01088,DB00554
DB00554,DB01088
DB01240,DB00554
DB00554,DB01240
DB00554,DB06228
DB06228,DB00554
DB06441,DB00554
DB00554,DB06441
DB06605,DB00554
DB00554,DB06605
DB06695,DB00554
DB00554,DB06695
DB00554,DB08816
DB08816,DB00554
DB00554,DB09030
DB09030,DB00554
DB09075,DB00554
DB00554,DB09075
DB14726,DB00554
DB00554,DB14726
DB00678,DB00554
DB00554,DB00678
DB00796,DB00554
DB00554,DB00796
DB00876,DB00554
DB00554,DB00876
DB00554,DB00966
DB00966,DB00554
DB01029,DB00554
DB00554,DB01029
DB08822,DB00554
DB00554,DB08822
DB13919,DB00554
DB00554,DB13919
DB00584,DB00554
DB00554,DB00584
DB00722,DB00554
DB00554,DB00722
DB00790,DB00554
DB00554,DB00790
DB01197,DB00554
DB00554,DB01197
DB09477,DB00554
DB00554,DB09477
DB00598,DB00554
DB00554,DB00598
DB00612,DB00554
DB00554,DB00612
DB01136,DB00554
DB00554,DB01136
DB01193,DB00554
DB00554,DB01193
DB01359,DB00554
DB00554,DB01359
DB04861,DB00554
DB00554,DB04861
DB00695,DB00554
DB00554,DB00695
DB00887,DB00554
DB00554,DB00887
DB00827,DB00554
DB00554,DB00827
DB00978,DB00554
DB00554,DB00978
DB01059,DB00554
DB00554,DB01059
DB01155,DB00554
DB00554,DB01155
DB01165,DB00554
DB00554,DB01165
DB00808,DB00554
DB00554,DB00808
DB00880,DB00554
DB00554,DB00880
DB00999,DB00554
DB00554,DB00999
DB00710,DB00554
DB00554,DB00710
DB00554,DB00884
DB00884,DB00554
DB01077,DB00554
DB00554,DB01077
DB00554,DB01133
DB01133,DB00554
DB04865,DB00554
DB00554,DB04865
DB00554,DB00864
DB00864,DB00554
DB00594,DB00554
DB00554,DB00594
DB00700,DB00554
DB00554,DB00700
DB01356,DB00554
DB00554,DB01356
DB01175,DB00554
DB00554,DB01175
DB06700,DB00554
DB00554,DB06700
DB08918,DB00554
DB00554,DB08918
DB00715,DB00554
DB00554,DB00715
DB00861,DB00554
DB00554,DB00861
DB01014,DB00554
DB00554,DB01014
DB01250,DB00554
DB00554,DB01250
DB00619,DB00554
DB00554,DB00619
DB00625,DB00554
DB00554,DB00625
DB00622,DB00554
DB00554,DB00622
DB00554,DB00620
DB00620,DB00554
DB00687,DB00554
DB00554,DB00687
DB00959,DB00554
DB00554,DB00959
DB01380,DB00554
DB00554,DB01380
DB11921,DB00554
DB00554,DB11921
DB14681,DB00554
DB00554,DB14681
DB01222,DB00554
DB00554,DB01222
DB00741,DB00554
DB00554,DB00741
DB01234,DB00554
DB00554,DB01234
DB14539,DB00554
DB00554,DB14539
DB00554,DB08880
DB08880,DB00554
DB08899,DB00554
DB00554,DB08899
DB12364,DB00554
DB00554,DB12364
DB00559,DB00554
DB00554,DB00559
DB09237,DB00554
DB00554,DB09237
DB00672,DB00554
DB00554,DB00672
DB00554,DB00839
DB00839,DB00554
DB01016,DB00554
DB00554,DB01016
DB01067,DB00554
DB00554,DB01067
DB00554,DB01124
DB01124,DB00554
DB00586,DB00554
DB00554,DB00586
DB00712,DB00554
DB00554,DB00712
DB00784,DB00554
DB00554,DB00784
DB00812,DB00554
DB00554,DB00812
DB00814,DB00554
DB00554,DB00814
DB00939,DB00554
DB00554,DB00939
DB00991,DB00554
DB00554,DB00991
DB01009,DB00554
DB00554,DB01009
DB01050,DB00554
DB00554,DB01050
DB00631,DB00554
DB00554,DB00631
DB01099,DB00554
DB00554,DB01099
DB01137,DB00554
DB00554,DB01137
DB01249,DB00554
DB00554,DB01249
DB00554,DB08877
DB08877,DB00554
DB00554,DB09068
DB09068,DB00554
DB09134,DB00554
DB00554,DB09134
DB09156,DB00554
DB00554,DB09156
DB11817,DB00554
DB00554,DB11817
DB11943,DB00554
DB00554,DB11943
DB00718,DB00554
DB00554,DB00718
DB13868,DB00554
DB00554,DB13868
DB01242,DB00554
DB00554,DB01242
DB00554,DB00684
DB00684,DB00554
DB00798,DB00554
DB00554,DB00798
DB01172,DB00554
DB00554,DB01172
DB00554,DB00912
DB00912,DB00554
DB11901,DB00554
DB00554,DB11901
DB12130,DB00554
DB00554,DB12130
DB00554,DB08896
DB08896,DB00554
DB12070,DB00554
DB00554,DB12070
DB01115,DB00554
DB00554,DB01115
DB00554,DB01201
DB01201,DB00554
DB08912,DB00554
DB00554,DB08912
DB01097,DB00554
DB00554,DB01097
DB00554,DB12332
DB12332,DB00554
DB00673,DB00554
DB00554,DB00673
DB00843,DB00554
DB00554,DB00843
DB01028,DB00554
DB00554,DB01028
DB09061,DB00554
DB00554,DB09061
DB00554,DB00582
DB00582,DB00554
DB08875,DB00554
DB00554,DB08875
DB00554,DB05109
DB05109,DB00554
DB13074,DB00554
DB00554,DB13074
DB00898,DB00554
DB00554,DB00898
DB00758,DB00554
DB00554,DB00758
DB00554,DB00775
DB00775,DB00554
DB00806,DB00554
DB00554,DB00806
DB01166,DB00554
DB00554,DB01166
DB08887,DB00554
DB00554,DB08887
DB12015,DB00554
DB00554,DB12015
DB00554,DB01104
DB01104,DB00554
DB00921,DB00555
DB00555,DB00921
DB00555,DB00765
DB00765,DB00555
DB00555,DB01173
DB01173,DB00555
DB00555,DB09117
DB09117,DB00555
DB00555,DB08883
DB08883,DB00555
DB00555,DB05271
DB05271,DB00555
DB00555,DB09034
DB09034,DB00555
DB00555,DB06204
DB06204,DB00555
DB00555,DB01041
DB01041,DB00555
DB00555,DB01083
DB01083,DB00555
DB01320,DB00555
DB00555,DB01320
DB00555,DB06201
DB06201,DB00555
DB01219,DB00555
DB00555,DB01219
DB00555,DB14509
DB14509,DB00555
DB00555,DB00794
DB00794,DB00555
DB00555,DB01174
DB01174,DB00555
DB09119,DB00555
DB00555,DB09119
DB14575,DB00555
DB00555,DB14575
DB00898,DB00555
DB00555,DB00898
DB00555,DB00715
DB00715,DB00555
DB01175,DB00555
DB00555,DB01175
DB00555,DB04896
DB04896,DB00555
DB00555,DB08918
DB08918,DB00555
DB00802,DB00555
DB00555,DB00802
DB00647,DB00555
DB00555,DB00647
DB00555,DB00708
DB00708,DB00555
DB00555,DB00844
DB00844,DB00555
DB00555,DB00854
DB00854,DB00555
DB00555,DB00899
DB00899,DB00555
DB00555,DB01192
DB01192,DB00555
DB01209,DB00555
DB00555,DB01209
DB00555,DB01227
DB01227,DB00555
DB01452,DB00555
DB00555,DB01452
DB00813,DB00555
DB00555,DB00813
DB00783,DB00555
DB00555,DB00783
DB01221,DB00555
DB00555,DB01221
DB00555,DB00777
DB00777,DB00555
DB00810,DB00555
DB00555,DB00810
DB01148,DB00555
DB00555,DB01148
DB00555,DB00662
DB00662,DB00555
DB00555,DB06691
DB06691,DB00555
DB00555,DB09118
DB09118,DB00555
DB00555,DB11951
DB11951,DB00555
DB00555,DB01069
DB01069,DB00555
DB01142,DB00555
DB00555,DB01142
DB00555,DB00776
DB00776,DB00555
DB01151,DB00555
DB00555,DB01151
DB01242,DB00555
DB00555,DB01242
DB00555,DB01356
DB01356,DB00555
DB00608,DB00555
DB00555,DB00608
DB00555,DB04844
DB04844,DB00555
DB00633,DB00555
DB00555,DB00633
DB00555,DB00660
DB00660,DB00555
DB00748,DB00555
DB00555,DB00748
DB00835,DB00555
DB00555,DB00835
DB00555,DB00980
DB00980,DB00555
DB01075,DB00555
DB00555,DB01075
DB00555,DB01080
DB01080,DB00555
DB01246,DB00555
DB00555,DB01246
DB01563,DB00555
DB00555,DB01563
DB00555,DB01589
DB01589,DB00555
DB05541,DB00555
DB00555,DB05541
DB00555,DB06077
DB06077,DB00555
DB00555,DB06282
DB06282,DB00555
DB08872,DB00555
DB00555,DB08872
DB09128,DB00555
DB00555,DB09128
DB11859,DB00555
DB00555,DB11859
DB00564,DB00555
DB00555,DB00564
DB00623,DB00555
DB00555,DB00623
DB00628,DB00555
DB00555,DB00628
DB00555,DB00679
DB00679,DB00555
DB00555,DB00683
DB00683,DB00555
DB00690,DB00555
DB00555,DB00690
DB00555,DB00726
DB00726,DB00555
DB00555,DB00734
DB00734,DB00555
DB00555,DB00752
DB00752,DB00555
DB00555,DB00780
DB00780,DB00555
DB00801,DB00555
DB00555,DB00801
DB00555,DB00842
DB00842,DB00555
DB00555,DB00850
DB00850,DB00555
DB00555,DB00897
DB00897,DB00555
DB00555,DB00933
DB00933,DB00555
DB00996,DB00555
DB00555,DB00996
DB00555,DB01100
DB01100,DB00555
DB01178,DB00555
DB00555,DB01178
DB01215,DB00555
DB00555,DB01215
DB01238,DB00555
DB00555,DB01238
DB01247,DB00555
DB00555,DB01247
DB00555,DB01267
DB01267,DB00555
DB00555,DB01618
DB01618,DB00555
DB00555,DB01623
DB01623,DB00555
DB04946,DB00555
DB00555,DB04946
DB06016,DB00555
DB00555,DB06016
DB06216,DB00555
DB00555,DB06216
DB00555,DB06684
DB06684,DB00555
DB00555,DB08815
DB08815,DB00555
DB00555,DB09068
DB09068,DB00555
DB14185,DB00555
DB00555,DB14185
DB00555,DB04948
DB04948,DB00555
DB00555,DB01273
DB01273,DB00555
DB00555,DB00563
DB00563,DB00555
DB00555,DB01157
DB01157,DB00555
DB00555,DB06813
DB06813,DB00555
DB00555,DB11915
DB11915,DB00555
DB09061,DB00555
DB00555,DB09061
DB00555,DB04575
DB04575,DB00555
DB00655,DB00555
DB00555,DB00655
DB00555,DB01367
DB01367,DB00555
DB11823,DB00555
DB00555,DB11823
DB00575,DB00555
DB00555,DB00575
DB00555,DB00656
DB00656,DB00555
DB01395,DB00555
DB00555,DB01395
DB00555,DB00603
DB00603,DB00555
DB00555,DB00717
DB00717,DB00555
DB00555,DB09389
DB09389,DB00555
DB01611,DB00555
DB00555,DB01611
DB00924,DB00555
DB00555,DB00924
DB00555,DB01233
DB01233,DB00555
DB00555,DB11732
DB11732,DB00555
DB06119,DB00555
DB00555,DB06119
DB00557,DB00555
DB00555,DB00557
DB06637,DB00555
DB00555,DB06637
DB09083,DB00556
DB00556,DB09083
DB00604,DB00556
DB00556,DB00604
DB00637,DB00556
DB00556,DB00637
DB00556,DB00679
DB00679,DB00556
DB00556,DB00908
DB00908,DB00556
DB00556,DB01035
DB01035,DB00556
DB00556,DB01100
DB01100,DB00556
DB01118,DB00556
DB00556,DB01118
DB01169,DB00556
DB00556,DB01169
DB01175,DB00556
DB00556,DB01175
DB00556,DB01208
DB01208,DB00556
DB01218,DB00556
DB00556,DB01218
DB01244,DB00556
DB00556,DB01244
DB01356,DB00556
DB00556,DB01356
DB00556,DB04844
DB04844,DB00556
DB04855,DB00556
DB00556,DB04855
DB04868,DB00556
DB00556,DB04868
DB04946,DB00556
DB00556,DB04946
DB00556,DB05294
DB05294,DB00556
DB00556,DB06176
DB06176,DB00556
DB06216,DB00556
DB00556,DB06216
DB00556,DB08881
DB08881,DB00556
DB00556,DB11730
DB11730,DB00556
DB13074,DB00556
DB00556,DB13074
DB00608,DB00556
DB00556,DB00608
DB00640,DB00556
DB00556,DB00640
DB00757,DB00556
DB00556,DB00757
DB00836,DB00556
DB00556,DB00836
DB00933,DB00556
DB00556,DB00933
DB00556,DB00976
DB00976,DB00556
DB00556,DB01087
DB01087,DB00556
DB01113,DB00556
DB00556,DB01113
DB01155,DB00556
DB00556,DB01155
DB00556,DB01182
DB01182,DB00556
DB01227,DB00556
DB00556,DB01227
DB00556,DB01232
DB01232,DB00556
DB01242,DB00556
DB00556,DB01242
DB04948,DB00556
DB00556,DB04948
DB00556,DB06402
DB06402,DB00556
DB06589,DB00556
DB00556,DB06589
DB09063,DB00556
DB00556,DB09063
DB00556,DB01224
DB01224,DB00556
DB00556,DB00582
DB00582,DB00556
DB00556,DB00675
DB00675,DB00556
DB00556,DB00726
DB00726,DB00556
DB00556,DB00734
DB00734,DB00556
DB00556,DB00818
DB00818,DB00556
DB00556,DB00862
DB00862,DB00556
DB00556,DB00864
DB00864,DB00556
DB00556,DB00938
DB00938,DB00556
DB00556,DB01001
DB01001,DB00556
DB00556,DB01015
DB01015,DB00556
DB01044,DB00556
DB00556,DB01044
DB01059,DB00556
DB00556,DB01059
DB00556,DB01069
DB01069,DB00556
DB01142,DB00556
DB00556,DB01142
DB01151,DB00556
DB00556,DB01151
DB00556,DB01236
DB01236,DB00556
DB01238,DB00556
DB00556,DB01238
DB01246,DB00556
DB00556,DB01246
DB01254,DB00556
DB00556,DB01254
DB01259,DB00556
DB00556,DB01259
DB00556,DB01263
DB01263,DB00556
DB00556,DB01268
DB01268,DB00556
DB01274,DB00556
DB00556,DB01274
DB01403,DB00556
DB00556,DB01403
DB01611,DB00556
DB00556,DB01611
DB06699,DB00556
DB00556,DB06699
DB00556,DB06825
DB06825,DB00556
DB00556,DB08864
DB08864,DB00556
DB08871,DB00556
DB00556,DB08871
DB09080,DB00556
DB00556,DB09080
DB00556,DB12245
DB12245,DB00556
DB14185,DB00556
DB00556,DB14185
DB11796,DB00556
DB00556,DB11796
DB00556,DB00656
DB00656,DB00556
DB00556,DB11642
DB11642,DB00556
DB12825,DB00556
DB00556,DB12825
DB00557,DB00556
DB00556,DB00557
DB00921,DB00557
DB00557,DB00921
DB00564,DB00557
DB00557,DB00564
DB00557,DB00601
DB00601,DB00557
DB00611,DB00557
DB00557,DB00611
DB00614,DB00557
DB00557,DB00614
DB00557,DB00617
DB00617,DB00557
DB00623,DB00557
DB00557,DB00623
DB00628,DB00557
DB00557,DB00628
DB00633,DB00557
DB00557,DB00633
DB00647,DB00557
DB00557,DB00647
DB00557,DB00660
DB00660,DB00557
DB00557,DB00662
DB00662,DB00557
DB00690,DB00557
DB00557,DB00690
DB00557,DB00715
DB00715,DB00557
DB00557,DB00737
DB00737,DB00557
DB00557,DB00747
DB00747,DB00557
DB00557,DB00752
DB00752,DB00557
DB00754,DB00557
DB00557,DB00754
DB00771,DB00557
DB00557,DB00771
DB00557,DB00776
DB00776,DB00557
DB00557,DB00777
DB00777,DB00557
DB00557,DB00780
DB00780,DB00557
DB00557,DB00794
DB00794,DB00557
DB00801,DB00557
DB00557,DB00801
DB00802,DB00557
DB00557,DB00802
DB00813,DB00557
DB00557,DB00813
DB00557,DB00831
DB00831,DB00557
DB00557,DB00832
DB00832,DB00557
DB00557,DB00844
DB00844,DB00557
DB00557,DB00850
DB00850,DB00557
DB00557,DB00854
DB00854,DB00557
DB00557,DB00897
DB00897,DB00557
DB00557,DB00906
DB00906,DB00557
DB00924,DB00557
DB00557,DB00924
DB00956,DB00557
DB00557,DB00956
DB00557,DB00960
DB00960,DB00557
DB00557,DB00980
DB00980,DB00557
DB00996,DB00557
DB00557,DB00996
DB01018,DB00557
DB00557,DB01018
DB00557,DB01080
DB01080,DB00557
DB00557,DB01105
DB01105,DB00557
DB00557,DB01121
DB01121,DB00557
DB01159,DB00557
DB00557,DB01159
DB00557,DB01168
DB01168,DB00557
DB00557,DB01174
DB01174,DB00557
DB00557,DB01186
DB01186,DB00557
DB00557,DB01192
DB01192,DB00557
DB00557,DB01202
DB01202,DB00557
DB01209,DB00557
DB00557,DB01209
DB01215,DB00557
DB00557,DB01215
DB01219,DB00557
DB00557,DB01219
DB00557,DB01221
DB01221,DB00557
DB00557,DB01247
DB01247,DB00557
DB01320,DB00557
DB00557,DB01320
DB00557,DB01367
DB01367,DB00557
DB01452,DB00557
DB00557,DB01452
DB01563,DB00557
DB00557,DB01563
DB00557,DB01589
DB01589,DB00557
DB00557,DB01618
DB01618,DB00557
DB00557,DB05271
DB05271,DB00557
DB00557,DB05316
DB05316,DB00557
DB05541,DB00557
DB00557,DB05541
DB06016,DB00557
DB00557,DB06016
DB00557,DB06077
DB06077,DB00557
DB08872,DB00557
DB00557,DB08872
DB00557,DB08883
DB08883,DB00557
DB09061,DB00557
DB00557,DB09061
DB00557,DB09117
DB09117,DB00557
DB00557,DB09118
DB09118,DB00557
DB09128,DB00557
DB00557,DB09128
DB00557,DB11732
DB11732,DB00557
DB11859,DB00557
DB00557,DB11859
DB00557,DB14509
DB14509,DB00557
DB14575,DB00557
DB00557,DB14575
DB00557,DB11951
DB11951,DB00557
DB00557,DB00765
DB00765,DB00557
DB00557,DB09034
DB09034,DB00557
DB00557,DB06204
DB06204,DB00557
DB00557,DB01041
DB01041,DB00557
DB00898,DB00557
DB00557,DB00898
DB00972,DB00557
DB00557,DB00972
DB00557,DB00782
DB00782,DB00557
DB00804,DB00557
DB00557,DB00804
DB00810,DB00557
DB00557,DB00810
DB00986,DB00557
DB00557,DB00986
DB00557,DB01062
DB01062,DB00557
DB01148,DB00557
DB00557,DB01148
DB00557,DB04843
DB04843,DB00557
DB11796,DB00557
DB00557,DB11796
DB00694,DB00557
DB00557,DB00694
DB00700,DB00557
DB00557,DB00700
DB00557,DB09237
DB09237,DB00557
DB00557,DB01181
DB01181,DB00557
DB00590,DB00557
DB00557,DB00590
DB00557,DB00706
DB00706,DB00557
DB01136,DB00557
DB00557,DB01136
DB00557,DB01177
DB01177,DB00557
DB00557,DB01203
DB01203,DB00557
DB00557,DB01409
DB01409,DB00557
DB00557,DB04861
DB04861,DB00557
DB06702,DB00557
DB00557,DB06702
DB00557,DB09076
DB09076,DB00557
DB00557,DB11855
DB11855,DB00557
DB00557,DB11915
DB11915,DB00557
DB00557,DB12332
DB12332,DB00557
DB00557,DB00598
DB00598,DB00557
DB11823,DB00557
DB00557,DB11823
DB00575,DB00557
DB00557,DB00575
DB06119,DB00557
DB00557,DB06119
DB00593,DB00557
DB00557,DB00593
DB00604,DB00557
DB00557,DB00604
DB00625,DB00557
DB00557,DB00625
DB00557,DB00679
DB00679,DB00557
DB00557,DB00697
DB00697,DB00557
DB00714,DB00557
DB00557,DB00714
DB00557,DB00726
DB00726,DB00557
DB00557,DB00734
DB00734,DB00557
DB00748,DB00557
DB00557,DB00748
DB00757,DB00557
DB00557,DB00757
DB00557,DB00818
DB00818,DB00557
DB00835,DB00557
DB00557,DB00835
DB00843,DB00557
DB00557,DB00843
DB00889,DB00557
DB00557,DB00889
DB00557,DB00933
DB00933,DB00557
DB00949,DB00557
DB00557,DB00949
DB00985,DB00557
DB00557,DB00985
DB00557,DB01069
DB01069,DB00557
DB01075,DB00557
DB00557,DB01075
DB00557,DB01100
DB01100,DB00557
DB01142,DB00557
DB00557,DB01142
DB01151,DB00557
DB00557,DB01151
DB00557,DB01173
DB01173,DB00557
DB01175,DB00557
DB00557,DB01175
DB01176,DB00557
DB00557,DB01176
DB00557,DB01224
DB01224,DB00557
DB00557,DB01227
DB01227,DB00557
DB00557,DB01236
DB01236,DB00557
DB01238,DB00557
DB00557,DB01238
DB01242,DB00557
DB00557,DB01242
DB01246,DB00557
DB00557,DB01246
DB00557,DB01267
DB01267,DB00557
DB00557,DB01356
DB01356,DB00557
DB00557,DB01403
DB01403,DB00557
DB00557,DB04946
DB04946,DB00557
DB00557,DB05246
DB05246,DB00557
DB06216,DB00557
DB00557,DB06216
DB00557,DB06282
DB06282,DB00557
DB06288,DB00557
DB00557,DB06288
DB00557,DB06691
DB06691,DB00557
DB00557,DB08815
DB08815,DB00557
DB14185,DB00557
DB00557,DB14185
DB00557,DB01591
DB01591,DB00557
DB00557,DB00571
DB00571,DB00557
DB00572,DB00557
DB00557,DB00572
DB00608,DB00557
DB00557,DB00608
DB00640,DB00557
DB00557,DB00640
DB00557,DB00738
DB00738,DB00557
DB00557,DB00836
DB00836,DB00557
DB00557,DB00976
DB00976,DB00557
DB00557,DB01087
DB01087,DB00557
DB00557,DB01113
DB01113,DB00557
DB00557,DB01137
DB01137,DB00557
DB01155,DB00557
DB00557,DB01155
DB00557,DB01165
DB01165,DB00557
DB00557,DB01182
DB01182,DB00557
DB01211,DB00557
DB00557,DB01211
DB00557,DB01232
DB01232,DB00557
DB00557,DB01388
DB01388,DB00557
DB00557,DB01599
DB01599,DB00557
DB00557,DB06402
DB06402,DB00557
DB00557,DB06589
DB06589,DB00557
DB00557,DB06603
DB06603,DB00557
DB09063,DB00557
DB00557,DB09063
DB00557,DB09078
DB09078,DB00557
DB13679,DB00557
DB00557,DB13679
DB00637,DB00557
DB00557,DB00637
DB00557,DB00834
DB00834,DB00557
DB00557,DB00908
DB00908,DB00557
DB01169,DB00557
DB00557,DB01169
DB00557,DB01208
DB01208,DB00557
DB01218,DB00557
DB00557,DB01218
DB01244,DB00557
DB00557,DB01244
DB00557,DB04844
DB04844,DB00557
DB04855,DB00557
DB00557,DB04855
DB00557,DB04868
DB04868,DB00557
DB00557,DB05294
DB05294,DB00557
DB00557,DB06176
DB06176,DB00557
DB00557,DB08881
DB08881,DB00557
DB00557,DB09083
DB09083,DB00557
DB00557,DB11730
DB11730,DB00557
DB00557,DB13074
DB13074,DB00557
DB00557,DB11642
DB11642,DB00557
DB00557,DB04948
DB04948,DB00557
DB00557,DB00582
DB00582,DB00557
DB00557,DB00678
DB00678,DB00557
DB00557,DB00691
DB00691,DB00557
DB00719,DB00557
DB00557,DB00719
DB00557,DB00808
DB00808,DB00557
DB00557,DB00862
DB00862,DB00557
DB00557,DB00864
DB00864,DB00557
DB00557,DB00871
DB00871,DB00557
DB00915,DB00557
DB00557,DB00915
DB00927,DB00557
DB00557,DB00927
DB00557,DB00938
DB00938,DB00557
DB00999,DB00557
DB00557,DB00999
DB00557,DB01001
DB01001,DB00557
DB00557,DB01015
DB01015,DB00557
DB00557,DB01026
DB01026,DB00557
DB01044,DB00557
DB00557,DB01044
DB00557,DB01059
DB01059,DB00557
DB01254,DB00557
DB00557,DB01254
DB00557,DB01259
DB01259,DB00557
DB00557,DB01263
DB01263,DB00557
DB00557,DB01268
DB01268,DB00557
DB01611,DB00557
DB00557,DB01611
DB00557,DB05039
DB05039,DB00557
DB06699,DB00557
DB00557,DB06699
DB00557,DB06825
DB06825,DB00557
DB00557,DB08864
DB08864,DB00557
DB08868,DB00557
DB00557,DB08868
DB08871,DB00557
DB00557,DB08871
DB08936,DB00557
DB00557,DB08936
DB00557,DB09080
DB09080,DB00557
DB09488,DB00557
DB00557,DB09488
DB00557,DB00656
DB00656,DB00557
DB00674,DB00557
DB00557,DB00674
DB00557,DB00675
DB00675,DB00557
DB00983,DB00557
DB00557,DB00983
DB00557,DB01035
DB01035,DB00557
DB00557,DB01036
DB01036,DB00557
DB01118,DB00557
DB00557,DB01118
DB00557,DB01233
DB01233,DB00557
DB01274,DB00557
DB00557,DB01274
DB11718,DB00557
DB00557,DB11718
DB00557,DB12245
DB12245,DB00557
DB11986,DB00557
DB00557,DB11986
DB00557,DB12825
DB12825,DB00557
DB00557,DB15685
DB15685,DB00557
DB00845,DB00557
DB00557,DB00845
DB00559,DB00822
DB00822,DB00559
DB00559,DB00912
DB00912,DB00559
DB00559,DB01067
DB01067,DB00559
DB14185,DB00559
DB00559,DB14185
DB00559,DB00806
DB00806,DB00559
DB00559,DB06016
DB06016,DB00559
DB00559,DB01095
DB01095,DB00559
DB00559,DB09102
DB09102,DB00559
DB00559,DB01264
DB01264,DB00559
DB00559,DB00932
DB00932,DB00559
DB00559,DB08883
DB08883,DB00559
DB00559,DB00682
DB00682,DB00559
DB00559,DB09237
DB09237,DB00559
DB06237,DB00559
DB00559,DB06237
DB00559,DB00783
DB00783,DB00559
DB00559,DB13944
DB13944,DB00559
DB00559,DB06201
DB06201,DB00559
DB00559,DB12141
DB12141,DB00559
DB00559,DB06717
DB06717,DB00559
DB00559,DB01241
DB01241,DB00559
DB00559,DB00812
DB00812,DB00559
DB00559,DB09038
DB09038,DB00559
DB00559,DB06210
DB06210,DB00559
DB00559,DB08880
DB08880,DB00559
DB00559,DB09272
DB09272,DB00559
DB00559,DB00976
DB00976,DB00559
DB00559,DB05521
DB05521,DB00559
DB00559,DB11613
DB11613,DB00559
DB00559,DB12026
DB12026,DB00559
DB00559,DB14761
DB14761,DB00559
DB00559,DB12070
DB12070,DB00559
DB00559,DB01229
DB01229,DB00559
DB00559,DB08912
DB08912,DB00559
DB00559,DB09063
DB09063,DB00559
DB00559,DB09054
DB09054,DB00559
DB00559,DB06589
DB06589,DB00559
DB00559,DB06595
DB06595,DB00559
DB00559,DB04845
DB04845,DB00559
DB00559,DB08865
DB08865,DB00559
DB00559,DB08877
DB08877,DB00559
DB00559,DB09073
DB09073,DB00559
DB12001,DB00559
DB00559,DB12001
DB00559,DB00755
DB00755,DB00559
DB00559,DB01097
DB01097,DB00559
DB00559,DB09068
DB09068,DB00559
DB00559,DB13943
DB13943,DB00559
DB00559,DB11757
DB11757,DB00559
DB00559,DB00582
DB00582,DB00559
DB00559,DB08899
DB08899,DB00559
DB00559,DB12147
DB12147,DB00559
DB12015,DB00559
DB00559,DB12015
DB00559,DB12978
DB12978,DB00559
DB00559,DB15035
DB15035,DB00559
DB00559,DB11951
DB11951,DB00559
DB00559,DB06077
DB06077,DB00559
DB00559,DB12457
DB12457,DB00559
DB00559,DB11689
DB11689,DB00559
DB00559,DB11652
DB11652,DB00559
DB00559,DB11791
DB11791,DB00559
DB00561,DB00610
DB00610,DB00561
DB00561,DB00723
DB00723,DB00561
DB00561,DB00816
DB00816,DB00561
DB00841,DB00561
DB00561,DB00841
DB00561,DB00852
DB00852,DB00561
DB00561,DB00867
DB00867,DB00561
DB00901,DB00561
DB00561,DB00901
DB00561,DB00938
DB00938,DB00561
DB00988,DB00561
DB00561,DB00988
DB00561,DB01001
DB01001,DB00561
DB00561,DB01064
DB01064,DB00561
DB01274,DB00561
DB00561,DB01274
DB00561,DB01291
DB01291,DB00561
DB00561,DB01364
DB01364,DB00561
DB00561,DB01365
DB01365,DB00561
DB00561,DB09080
DB09080,DB00561
DB00561,DB00614
DB00614,DB00561
DB00561,DB00752
DB00752,DB00561
DB00561,DB01037
DB01037,DB00561
DB00561,DB01168
DB01168,DB00561
DB00561,DB01247
DB01247,DB00561
DB00561,DB01367
DB01367,DB00561
DB00561,DB06654
DB06654,DB00561
DB00561,DB09241
DB09241,DB00561
DB00561,DB11823
DB11823,DB00561
DB00562,DB00564
DB00564,DB00562
DB00562,DB01119
DB01119,DB00562
DB00562,DB14509
DB14509,DB00562
DB00562,DB00563
DB00563,DB00562
DB00562,DB00672
