drugid1,protein_name
DB12869,Q05586
DB12869,Q13224
D01NBF,P04293
DB00219,P11229
D08NRH,Q13224
D0IX7S,Q12879
DB02056,P43116
DB09217,P35354
D03QMS,Q00975
D0TL0V,P04293
D0U0FH,P04293
DB06711,P14416
DB00322,P12461
D08BYK,P23975
DB01111,P0AC13
DB00803,P0AC13
D09OOV,P0AC13
D01MFT,P11474
D00HUV,P14416
D00HUV,P35462
D00HUV,P21917
D0O4BC,P14416
D0O4BC,P35462
D0O4BC,P21917
D0IU8V,P14416
D0IU8V,P35462
D0IU8V,P21917
D05QJK,P14416
D05QJK,P35462
D05QJK,P21917
D06WLB,P14416
D06WLB,P35462
D06WLB,P21917
D0N8TA,Q14790
DB00770,P21731
D0C3EX,P28222
D0NS1S,P09917
D0O7SM,P09917
DB00711,P09917
D0S4VW,P22830
DB05461,P25100
DB04256,Q14832
DB13781,P13945
D0QJ6L,P32239
D0B2CQ,P48039
D07UUQ,P21728
D07UUQ,P14416
D07UUQ,P35462
D07UUQ,P21917
D0B9DR,P21728
D0B9DR,P14416
D0B9DR,P35462
D0B9DR,P21917
D0WD6J,P21728
D0WD6J,P14416
D0WD6J,P35462
D0WD6J,P21917
D03GES,P14416
D03GES,P35462
D03GES,P21917
D05BCJ,P14416
D05BCJ,P35462
D05BCJ,P21917
DB06243,P11926
D05REH,P35354
DB02930,Q96G91
DB03222,Q96G91
DB01347,P30556
DB07556,P22894
D05VNG,P22894
D08VVZ,P25929
DB00575,Q16853
DB01144,P00918
DB01075,P50135
DB00311,P00918
DB00687,P10275
DB01065,P16083
DB01113,Q08499
DB07821,P23141
DB07821,Q13093
DB08200,P06276
DB08201,P06276
DB07955,Q9UNI1
DB08492,P16050
DB07129,P00749
DB08760,P37231
DB07842,P37231
DB08121,P37231
DB07711,P00813
DB07462,P21964
DB02773,P23219
DB06917,P09960
DB07557,Q14994
DB07557,P19793
DB06926,P37231
DB04614,P22303
DB04615,P22303
D0G2LF,P27338
DB08523,P68826
DB07094,P09960
DB08085,P10828
DB08363,P04637
DB07342,P09601
DB07897,P00734
DB08593,P18031
DB07496,P34913
DB07122,P00749
DB04376,Q05655
DB06871,P03372
DB07412,P27487
DB02404,P22303
DB08357,P22303
D0XC6G,O14757
DB08065,O14965
DB08443,P07900
DB08524,P68826
DB04010,P09874
DB08192,P12931
DB07038,O14757
DB07669,O06913
DB02911,P29474
DB06843,Q08462
DB08262,P69905
DB08611,P25774
DB07427,P69905
DB07490,O06913
DB03781,O00763
DB08398,P03372
DB07863,P37231
DB07863,P19793
D0MM6L,P22894
DB03024,P00797
DB08254,P00734
DB07803,P00807
DB08093,Q16539
DB07525,P11362
DB07723,P37231
DB07355,P47205
D0U9PX,P19235
DB06867,Q13526
DB02343,P22303
DB02343,Q16719
DB08249,Q08210
DB07139,P15121
DB08476,P22894
DB07708,P03372
DB08204,P12461
DB07712,P03372
DB07069,Q16719
DB08651,Q02880
DB08214,P35228
DB07353,P00734
DB07292,P09960
DB08786,P07900
DB07150,Q92731
DB08048,P03372
DB08570,P03470
DB08571,P03470
DB04175,O00757
DB07428,P69905
DB08134,P24941
DB07114,P00807
DB08061,P00734
DB04044,P11217
DB02126,P69905
DB07108,Q07817
DB08333,P14174
DB08480,P27338
DB07718,P00734
DB07718,P14174
DB03136,P00734
DB03136,P00749
DB07459,Q16539
DB03056,P23141
DB07440,P00734
DB07171,P42892
DB07684,P00750
DB01931,Q05586
DB08228,P16083
DB06828,P09960
DB08466,P09960
DB07636,Q02768
DB08132,P24941
DB04799,Q02768
DB07178,P9WGR1
DB07161,O60674
DB04769,P48736
DB07052,P23526
DB06861,P00734
DB07319,P07900
DB08258,P34913
DB07203,P24941
DB08765,P00918
DB08765,P14174
DB08780,O14757
DB08049,P21964
DB03065,P29474
DB08436,P07900
DB07940,P06276
DB03809,P07900
DB03899,P07900
DB04753,P00491
DB07659,P00734
DB07660,P00734
DB07658,P00734
DB03667,P23219
DB02952,P06850
DB02952,P01303
DB07895,P49356
D07NYX,P00734
D0X6WQ,Q9UBX1
DB03297,P23946
DB03297,P05981
DB01766,P00734
D0Z8VP,P00742
DB07083,P00734
D02RWL,P07711
DB02451,P16233
DB02451,P08100
DB02526,P00749
DB03159,P00734
DB03159,P00749
DB07641,P21397
DB02376,P09848
DB01785,P14324
DB06911,P00734
DB06996,P00734
DB07681,P06276
DB06919,P00734
DB07027,P00734
DB07133,P00734
DB07143,P00734
DB03217,P12931
DB04779,P09848
DB08157,P00915
DB08157,P00918
DB08658,P06276
DB07778,Q02768
DB02509,P27338
DB02616,P00813
DB02096,P00813
DB03572,P00813
DB02830,P00813
DB03370,P00813
DB07841,P49356
DB07841,P14324
DB04564,P09848
DB04754,P00491
DB04757,P00491
DB01767,P00734
DB02938,P04054
DB04450,P08100
DB07913,Q9UBX1
DB08525,P68826
DB08084,P15121
DB03628,P12931
DB04714,P14324
DB08003,P18031
DB04299,P39051
DB02235,P05067
DB02235,P12461
DB06838,P00734
DB08403,P03956
DB08403,P22894
DB08231,P0DP25
DB08231,P62942
DB08231,P47205
DB08231,O00206
DB08231,P00519
DB08226,P47768
DB07436,P16753
DB07742,P00918
DB08082,P27338
DB08462,P12931
DB08133,P24941
DB07653,O14757
DB07446,P39900
DB04559,P29474
DB07683,P39900
DB06851,P09960
DB08599,P39900
DB08256,P34913
DB08155,P00915
DB08155,P00918
DB01646,P08100
DB04640,P07864
DB04213,P34913
DB03677,P34913
DB11592,Q47746
DB07196,P09960
DB04379,P00797
DB02211,P27338
DB02471,P11217
DB02471,P09848
DB07922,P39900
DB07920,P39900
DB08135,P24941
DB03894,P27338
DB02448,P14555
DB02448,P04054
DB03721,P03470
DB03721,P23141
DB03752,P23219
DB08371,P18031
DB03114,P12931
DB03078,P12931
DB08375,P00807
DB04607,P24941
DB08407,P0AAI5
DB03866,P35354
DB04080,P12931
DB01947,P12931
DB03828,P12931
DB03306,P12931
DB02762,P12931
DB03525,P12931
DB01866,P12931
DB01678,P12931
DB02991,P29475
DB03707,P29475
DB03707,P29474
DB04616,P22303
DB04787,P06401
DB08594,P43235
DB04523,P43235
DB03876,P00749
DB04797,Q16539
DB04669,P24941
DB08601,P19793
DB04655,P50135
DB08329,P00918
DB08439,P02788
DB02587,Q08462
DB01951,P62942
DB04021,P22303
DB02690,P09874
DB07829,Q16539
DB11490,P41145
D0N1AZ,P31645
D0W3LI,Q9HBH1
D0U9TM,P15121
D0L8RG,P09917
D01EPU,P41145
D01EPU,P35372
D05FEQ,P41145
D05FEQ,P35372
DB11507,Q13258
DB11507,P43115
DB11507,P43088
DB11507,P21731
DB11519,P43115
DB11519,P21731
D0N7RW,P56221
D03XBA,P03366
D02HBB,P30968
D07GMY,P41145
D0E4YP,P41143
D0W1OQ,P04293
D00XVS,P04293
D06WRC,P04293
D0XS0X,P04293
DB12480,P04293
D0DQ6Z,Q08210
D02TJY,Q08210
DB13326,P03366
DB01571,P41143
DB01571,P41145
DB01571,P35372
DB04310,P68826
D0RR4X,P41143
D0RR4X,P35372
D07AUG,P41143
D07AUG,P35372
D02NKD,P27815
D02NKD,Q07343
D0C0UM,P35462
D0O1PM,P14416
D0O1PM,P21917
D09FTZ,P35462
D09FTZ,P21917
D05HMW,P14416
D05HMW,P35462
D02YDU,P35462
DB05806,P11387
DB04209,Q92952
D0C1SI,P18405
D0Z9UB,P18405
D0H3NA,P35348
D0H3NA,P35368
D0H3NA,P25100
D0H3NA,P18089
D0CK9K,P08908
D0CK9K,P28221
D0CK9K,P28566
D0CK9K,P47898
D0CK9K,P34969
DB01365,P14416
DB00880,P00918
D0Y4LU,P18825
DB03083,P48729
DB03083,P48730
DB03083,P49674
D0H3NA,P08913
D0XE8T,P30542
D06FLU,P21728
D06FLU,P14416
D09BSE,P21728
D09BSE,P14416
D08DLP,P21728
D08DLP,P14416
D0N9DY,P21728
D0N9DY,P14416
D0LH4L,P21728
D0LH4L,P14416
D04ZGF,P23219
D04ZGF,P35354
D04ZGF,P24557
D08PKR,P24557
D0A8LP,P22102
D09TED,P50052
DB09064,Q07869
DB01039,Q07869
DB00799,P13631
D0I7BL,P30542
D0I7BL,P29274
D0Z8OD,P25100
D0Q4PY,P35368
D0Q4PY,P25100
D08XTL,P35368
D08XTL,P25100
D02TTF,P39086
D02TTF,Q05586
D02TTF,Q12879
D02TTF,Q13224
D03FPH,P32754
D0C2WX,P32754
D02CAT,P32754
D07IWD,P32754
D0L8FW,P32754
D01TZT,P32754
D0K3BO,P32754
D0Q7OY,P32754
D0MZ9D,P32754
D03MVY,P28222
D03MVY,P28221
D0OG1Q,P12931
D0M9QM,P12931
D0BU6T,P12931
DB15594,Q99572
D05IHR,P35367
D0W6CE,P11802
D0W6CE,P00533
D01MFK,P35354
D02BTV,P03956
D08ELY,P03956
D08ELY,P39900
D08ELY,P45452
D08ELY,P09237
D0N6CD,P03956
D0N6CD,P39900
D0N6CD,P45452
D0N6CD,P09237
D0W1BY,P30550
D00FAE,P46663
D00FAE,P30411
D02DGP,P46663
D02DGP,P30411
DB12126,P30411
DB01073,P00813
D0M5PI,P24941
D01UDC,P08912
D0C9ZE,P11229
D0C9ZE,P08172
D0C9ZE,P20309
D0C9ZE,P08173
D0C9ZE,P08912
D04XNH,P11229
D04XNH,P08172
D04XNH,P20309
D04XNH,P08173
DB12923,P16615
D08JPU,Q04864
DB00810,P11229
DB06246,O76074
DB01227,P35372
D05MJO,P31645
D0VD4L,P31645
D02PKR,P31645
D09PEZ,P31645
D02NMY,P31645
D0B8BC,P31645
D02HOP,P31645
D0N7IH,P31645
D0N1MY,O00555
DB04209,Q9H2S1
D0Z1ZI,P9WKK7
D0P9KL,Q15722
D03XAE,P28222
D03XAE,P28221
D03KPA,P28222
D03KPA,P28221
D0K9MT,P28222
D0K9MT,P28221
D0E2WF,P17707
DB02557,P08473
D09KUY,P30542
D01VUE,P25101
DB06538,P08908
D07KOY,P10275
DB00339,P9WGR1
DB03777,Q05513
D08JPU,Q05513
D09KZA,P18405
D02ZRX,P18405
D0JH9F,P18405
D0H7NB,P18405
DB01388,O95180
DB03777,O14757
DB03777,P28482
DB03777,P49841
DB03777,P06239
DB03777,P53778
DB03777,P31749
DB03777,Q13464
DB03777,O00141
DB03777,Q16539
DB03777,Q15759
DB03777,P45983
DB12429,O14757
DB12429,P28482
DB12429,P49841
DB12429,P06239
DB12429,P53778
DB12429,P17252
DB12429,P31749
DB12429,Q13464
DB12429,P23443
DB12429,O00141
DB12429,Q16539
DB12429,Q15759
DB12429,P45983
D0K0NP,P05106
D0C8LA,P05106
D01XUU,P05106
D0S8DT,P05106
D06LHH,P05106
D04BHL,P05106
D01UFN,P11473
D07AIB,Q02763
D07AIB,P06239
D07AIB,P35968
DB13098,Q9Y5K3
D00IFJ,P18405
D08SPJ,P18405
D07KDB,P18405
D09VWI,P0DMV9
D0W1ST,P03366
DB00788,P23219
D08PCE,O06913
DB00730,O06913
DB01349,P30556
DB00136,P11473
D04XRV,P27815
D0L0NY,P27815
D0V8DB,P27815
D0Z5SB,P27815
D0K4HG,P27815
D0I2AG,Q04760
D0I6JQ,Q04760
D00XKH,Q04760
D0I8PQ,Q04760
D01UKL,Q04760
D0YI5C,Q04760
D0E3VR,Q04760
D0Z9WS,Q04760
D03OXL,Q04760
D01FAA,P46663
D0O9LR,Q9Y5N1
D04ATN,Q9Y5N1
DB00191,P23975
D0PI8W,P32245
DB03516,Q12882
D0Z8EI,P16455
D06GWR,P04293
D02UUC,Q01959
D02UUC,P23975
D02UUC,P31645
D07RQT,Q01959
D07RQT,P23975
D07RQT,P31645
D07NCV,P35228
D02YQJ,Q9NYA1
DB04256,P41594
DB00860,P04150
D0A9HM,P00747
D0VP6M,P08246
D0VP6M,P00747
DB04674,P25101
DB08855,Q9NS75
D05RDO,P00813
D0D8YG,P00813
D0D2OM,P00813
D0E6ON,P00813
D0KC9E,P00813
D00FIT,P00813
D09JNN,P00813
D01XFT,P00813
D08FWE,P00813
D0G0TP,P00813
DB00304,P06401
DB01294,P02768
D07OAC,P55263
D0DL6J,P27815
D0DL6J,Q07343
D0V5BX,P27815
D0V5BX,Q07343
D0R5WB,P28223
D08CZT,P28223
D02JPD,P28223
D0Q1ZC,P28223
D07GBV,P28223
D03NZM,Q16572
D04UOP,P07550
DB04256,Q14831
D00FOE,P32246
D0L3HU,P10275
D0L3HU,P04150
D0L3HU,P06401
D04SAO,P03372
DB06255,P14324
DB00357,P05108
D0WI3W,P48507
D01OLO,P21397
D01OLO,P27338
D00VUI,P21397
D00VUI,P27338
DB14065,Q14524
D08LDS,Q14524
D0M5TM,P29275
D0V8MD,P29275
D0L5VS,P30542
DB09225,P28223
D08XGI,P28223
D00DXV,P0AES6
D07JVS,Q47746
D0T6SC,Q9Y5N1
DB12515,P11387
DB00280,Q14524
DB00379,Q14524
D0JF6O,P35354
D0VM0N,P26664
D08NOS,P26664
D0PT8O,P26664
D0C9GO,P26664
D0HT2D,P26664
D0FR8Z,P26664
D0I8WU,P26664
D0L7PQ,P26664
D08AXB,P26664
D04LUF,P26664
D04DXC,P26664
D09KTN,P26664
D09YTY,P25021
DB00334,P14416
D09MEV,P06276
D0H4PN,P03366
D0PJ9J,P03366
D06ZGS,P03366
D0B2BD,P03366
D06PAA,P03366
D00DSQ,P03366
D0C7FL,P28223
D02SFJ,P28223
D01CXD,P28223
D0L0MU,P28223
D0BI5Y,P28223
D0S0PA,P28223
DB04325,P28223
D0V7FG,P22303
DB00802,P35372
D01QRG,P35354
DB00234,P23975
DB04857,P31645
DB04863,P05106
DB12276,Q96RI1
DB00886,P12821
DB00886,P08473
DB11656,P21462
D07PHV,P11511
D07CTI,P11511
D07CTI,P05093
D07IQG,P11511
D07IQG,P05093
D01LOU,P11511
D0UI8Q,P11511
D0L9BT,P11511
D0V8SM,P11511
D0N5IE,P29274
D0P7MU,P29274
D03QZB,P23141
D04QSJ,Q13639
DB04873,Q13639
D01MBV,Q13639
D0G8XL,P47989
D0W1ST,P42338
D0W1ST,O00329
D0W1ST,P48736
D07APP,P48736
D0R2TU,Q9Y5N1
D0O3GR,Q9Y5N1
D0V1CL,O76074
D01WDB,P00734
D0N1RG,P41143
D0F6WV,P26281
DB00861,P35354
DB03783,P23219
D08JML,P06493
DB07556,P45452
D07LTB,P08253
D07LTB,P14780
D0Y7NV,P08253
D0Y7NV,P08254
D0Y7NV,P14780
D0Q9LC,P08253
D0Q9LC,P14780
D0K4TI,P08253
D0K4TI,P14780
D05LSY,P06213
D0RC9T,Q12809
D08CZT,Q12809
D0FL1D,Q12809
D0ND5D,Q12809
D07ETF,Q12809
D01PYU,Q12809
D07GBV,Q12809
D0O7ZE,Q13621
D0Q5TH,Q02880
DB00190,P20711
DB12783,P20711
DB01161,P05023
DB01053,P0AD68
D0P5OF,P29475
DB02377,P30793
DB04886,P03366
DB04209,Q9UGI6
D09AAZ,P08172
D09AAZ,P08173
D0T3CM,P14555
D0T3CM,P04054
D0U9HN,P14555
D08NZE,Q01959
D0NX2G,P04626
D02ARA,P04626
D0KF0N,P03366
D0N8KZ,P03366
D0X4SF,P03366
D0U4BQ,P03366
D0A3CB,P03366
D09GYC,P03366
D0J0CU,P03366
D08QLC,P03366
D0YP0P,P03366
D0W9YC,P03366
D06DTQ,P03366
D0Z2MJ,P03366
D0C5HP,P03366
D07DPX,P03366
D0N8PI,P03366
D02MJN,P03366
D08EXA,P03366
D0K8EZ,P03366
D07IUX,P03366
D09UTR,P03366
D09WOX,P03366
D0D6FR,P03366
D02MZZ,P03366
D0A8BJ,P03366
D0P0CX,P03366
D0I5TQ,P03366
D0X2IG,P03366
D0OV0I,P03366
D07HEZ,P03366
D0U3GH,P03366
D0UZ9U,Q9HBH1
DB02132,P15121
DB04599,P28223
DB04599,P14416
D0AH5T,P05412
D06JCT,P35354
DB00132,P35354
D0Q5XX,P23219
D0Q5XX,P35354
D0N4QQ,P06276
D0F2YC,P08311
D0F2YC,P07477
D05ICF,P07477
D0D4SK,P22303
D0L8BN,Q02880
D0JY4Y,P09917
D0T8BA,P0AC13
D0Y5EX,P00734
D02QTV,P00734
D0RP8F,P00734
D0K5KL,P41143
D0T5FY,P30542
D0K2QF,P30542
D0YB3X,P30542
D04LPX,P30542
D00UFJ,P30542
D0O8QS,P30542
D0O8QS,P0DMS8
D0W0QF,P30542
D0H3QX,P30542
D04QAD,P30542
D00JXL,P30542
DB00524,P55017
D01VEU,P30542
D01VEU,P29274
D01VEU,P0DMS8
D05BFC,P56373
D0C7AS,P43405
DB11693,P08138
DB06160,Q02880
D0E6AH,Q02156
DB02463,P07477
DB02463,P00734
DB02463,P00747
DB02463,P00750
DB02463,P00749
DB01497,P41143
DB00384,P51172
DB13063,O14920
D03ESO,P00935
DB04306,Q9HBH1
D0F9KV,Q14534
D07WLU,Q14534
D0Z9YK,Q14534
D03SPJ,Q14534
DB08846,Q14534
D06CPD,Q14534
D0K2XJ,Q14534
D0G3SL,Q14534
D01VEP,Q14534
D0VS1V,Q14534
D0Z2TG,Q14534
D06YCQ,Q14534
DB12116,Q14534
DB01076,P04035
DB01095,P04035
DB00641,P04035
DB01396,P54709
DB01620,P35367
D0D5ZV,P09917
D0D5ZV,P25105
DB02134,P29275
D05ERF,P39086
D0Z2RR,O43451
D0T0EJ,O43451
D0S3RB,P05106
D01YNT,P29475
D01YNT,P35228
D07BLJ,P35228
D0IR4Y,P29475
D0IR4Y,P35228
D07MFH,P29475
D07MFH,P35228
D0LB9U,P29475
D0LB9U,P35228
D0L9SL,P35228
D03CAJ,P29475
D03CAJ,P29474
D03CAJ,P35228
D03QMU,P29475
D03QMU,P35228
D08ALG,P29475
D08ALG,P29474
D08ALG,P35228
D0K1CM,P29475
D0K1CM,P35228
D05RRA,P04183
D0T6SC,Q9H3N8
D00ECO,P30926
D0D5QT,P22303
D0M7OU,O00408
D09FGQ,P25774
DB00027,P0AC13
D00WLO,P35372
D04DUJ,P35354
DB12116,P03366
D0J3QU,P21452
D0H9SF,O43451
D0F6TD,P08908
D02VVU,Q13547
D09OWK,P17752
DB05246,O43497
D0A4DR,O43497
D09OPA,P11511
D0W3LG,P11511
D0E5FV,P11511
D0I0HL,Q02880
D01GSW,P09917
DB06151,Q04864
D0X8DF,P51787
D0MS4Z,P51787
D0D0OD,P51787
D00CAU,P51787
D09XZM,P41146
D0Y0IE,P41146
DB01435,P23219
DB04223,P29475
DB04223,P29474
D04WUA,Q13224
D04FYZ,P04818
DB00461,P35354
D0F6WV,P25025
D07ANY,P08684
D07ANY,P10635
DB00276,Q02880
D0O2RN,Q14524
D06GQO,Q14524
D0HX0D,P09601
D0I0DL,Q9UNI1
DB15585,P06401
DB01861,Q15391
DB01497,P35372
D0G4JS,P11802
D0M8CO,P11802
D0X1NW,P11802
D0T2VG,P11802
D03AJX,P25787
D04KWH,P46663
DB12185,P11387
DB03929,Q05586
DB03929,P23415
DB04743,P02788
DB04743,P35354
DB12025,Q04864
D0Z1AL,Q16678
D06VXW,Q16678
D0T9IK,Q16678
DB12622,Q02880
D02NCW,Q02880
D0F1FN,P28223
D0U5HQ,P28223
D0C1SE,P28223
D0K6VR,P28223
D01WNO,P28223
D04UCV,P28223
D07PSW,P00750
D09AAZ,P20309
D0P0SM,P28221
DB01001,P07550
D0Z1RJ,P00519
D0EX9Q,P22748
D0S1OY,P22748
D03NRJ,Q12809
D0G7LE,Q12809
D0I4NN,Q02750
D0TF0V,Q02750
DB04367,Q02750
DB04367,P04049
D08BMM,Q02750
DB13791,O43497
DB00114,P00734
D08VRX,Q92847
DB01053,P76577
D0VO7R,P05106
DB12429,Q13233
DB12429,Q9Y2U5
DB07138,Q15759
D03QLG,P80192
D0A6VE,P25100
D0A4AL,P12268
D03HDS,P12268
D0I7OD,P25101
D04QPD,P04183
D0SD8Q,P25929
D02XJW,P00749
D0A5LS,Q969S8
D0A5LS,Q9BY41
D04NSP,Q13547
D04NSP,Q969S8
D04NSP,Q92769
D04NSP,P56524
D04NSP,Q9UBN7
D04NSP,Q9BY41
D0RU1X,Q13547
D0RU1X,Q969S8
D0RU1X,Q92769
D0RU1X,P56524
D0RU1X,Q9UBN7
D0RU1X,Q9BY41
D0C2KD,Q969S8
D0C2KD,Q9BY41
D0YY9M,Q13547
D0YY9M,Q969S8
D0YY9M,Q92769
D0YY9M,P56524
D0YY9M,Q9UBN7
D0YY9M,Q9BY41
D0K5ZY,Q05655
D05ALG,P16497
DB04842,P14416
D0GS0O,O43451
D0R5HV,O43451
D0N1RQ,P06401
D0L9OS,Q15761
D07GLO,P31645
D09NVT,P31645
D02JOZ,P31645
D0P0US,P31645
D0J1VS,P31645
D02GSL,P31645
D0X4FO,P31645
D0X8DW,P31645
DB07615,P08842
DB09477,P12821
DB01011,P15538
D0X4LQ,P15538
D0O2YE,Q13639
D08RMH,Q15661
D06OZJ,P35354
DB04115,O14746
DB12328,P62136
D0M0TM,P62136
D06EUA,P62136
D0M0XR,P21397
D0M0XR,P27338
D0R7UO,P27338
D07LCW,P21397
D08QVY,P21397
D08QVY,P27338
D06FXI,P21397
DB09245,P27338
DB03852,Q7Z2W7
DB00870,P23219
DB00346,P25100
DB00126,Q9UHI7
D03QJN,P00742
D0R6RU,P00519
D00OMV,P49356
D0Z5LZ,P35354
DB15096,P32297
D0P0XA,P32297
D0D8AK,P00734
D0M1AC,P00734
D0CF3B,P00734
D07FGX,P11511
D0H2IO,P27487
D0S8BG,P00533
DB00483,P08172
DB01299,P27338
D0OQ4H,P21728
D0O0GT,P07477
D0C1TS,P07477
DB00859,P04608
DB08190,P49286
DB00720,P12235
DB06442,P23141
DB04795,P23141
DB00175,P04035
DB02079,P17174
D04KKT,P14174
DB11507,P34995
DB02056,P34995
D03AJX,Q04864
D08FSF,P0DMS8
D0D9YL,P29275
D0D9YL,P0DMS8
D0A2WH,P0DMS8
D0K8ZW,P0DMS8
D0V2NH,P0DMS8
D0IJ2X,P0DMS8
D0LD0X,P30542
D0LD0X,P29275
D0LD0X,P0DMS8
D0B9CC,P29275
D0B9CC,P0DMS8
DB08180,P14324
D05SEV,P18031
D01XHG,P27815
D01XHG,Q07343
D01XHG,Q08499
D0J7FD,P47205
DB16040,P08908
D06YGF,Q04864
D04AIT,P11387
D0L5IC,P10275
D0L5IC,P03372
D0L5IC,Q92731
D0J7XZ,P10275
D0J7XZ,P03372
D0J7XZ,Q92731
D07KWO,P10275
DB00544,Q12882
DB03501,Q14376
DB09097,P14416
D0B1SW,P04626
D07MXA,P49327
D07LMK,P25779
D0DT5K,P25779
D0N2QX,P25779
D0UL6C,P25779
D0S2NU,P25779
D08NYF,P25779
D02POH,P27815
D02POH,Q07343
D02POH,Q08499
D0B7WF,P32754
D0A2EE,P32754
D0ES5A,P00742
D08EES,P11387
D08EES,Q02880
DB00227,P04035
DB13025,P14416
D0WY9H,P08246
D08PBB,P08246
D05QMG,P08246
DB00627,Q96PD7
DB00627,Q8TDS4
DB00830,Q01959
DB00830,P23975
D0Y8AN,P27338
D0W9VA,P18031
DB00664,P0AC13
D04HNO,P08842
D04YVS,P08842
D06DVJ,P08842
D02RJA,P08842
D0S5BA,P08842
D05KKB,P08842
D0G8HD,P08842
D0M2WG,P08842
D0B1JM,P08842
D06ADL,P08842
D0G8ZD,Q01959
D0RE7T,P30556
D0RE7T,Q01959
D0J7GF,Q01959
D04CQG,P00734
D07MME,P11474
DB00382,P22303
D0V1TS,P0DMS8
D01FJB,P20248
D01FJB,P24941
D04DJM,P11387
D0Q9XI,P25101
D0Y8DZ,P29474
D06PFL,P29474
D0DI7W,P29474
D06GUJ,Q14432
D06GUJ,P27815
D06GUJ,Q07343
D06GUJ,O76074
D0W4ZU,Q14432
D0W4ZU,P27815
D0W4ZU,Q07343
D0W4ZU,O76074
D00QCL,Q14432
D00QCL,P27815
D00QCL,Q07343
D00QCL,O76074
DB01197,P12821
D06FEF,P41145
D0W0VD,P11387
D00CQT,Q08210
D0X1XM,P25101
D0X1XM,P24530
DB06199,P25101
D0DS4P,P08473
D0AX4E,Q12809
DB07556,P08254
DB11647,P08253
D0A8PI,P43235
DB04864,P22303
D0WF1S,P04293
DB00978,Q02880
DB00499,P10275
D08OUV,P03372
D0G4DE,P21964
DB07379,P24941
DB02052,P24941
DB02052,Q00535
DB03428,P24941
DB03428,Q00535
D0WS1V,P24941
D0WS1V,Q00535
DB02116,P24941
DB02116,Q00535
D0G5GJ,P00742
D0L5RI,P27487
D08DUY,P04578
DB00527,Q14524
DB05232,Q14524
D0X1ZV,Q7LG56
D09YQM,Q15661
DB11898,P37231
DB12478,P08908
DB12478,P41595
DB12478,P18825
DB12478,P14416
DB12478,P35462
DB12478,P21917
D0MW7H,P08172
D0MW7H,P08173
D08CTL,P08172
D08CTL,P08173
D0D9NZ,P00441
D06BKA,Q13547
D06BKA,Q92769
D04ETX,Q13547
D04ETX,Q92769
D0Z3BM,Q13547
D0Z3BM,Q92769
D0NL6C,Q13547
D0NL6C,Q92769
D0AX7B,Q13547
D0AX7B,Q92769
D00KFF,Q13547
D00KFF,Q92769
D09CGL,P16233
D0VO7R,Q02880
D0V7OK,P03372
D0K8QD,P03372
D0XC3V,P03372
D0OV3S,P03372
D0Q6MS,P03372
D07TGS,P03372
DB06693,P04035
DB00953,P28221
D0T3YS,P37288
D0T3YS,P30518
D02RDE,P37288
D02RDE,P30518
D0G9UX,P42892
D0G9UX,P0DPD6
D0F1WX,P25103
DB00740,Q9UI33
D0E3HC,P35968
D01QKX,P11387
DB01892,P09917
DB01892,P23219
DB01171,P21397
DB00862,O76074
D0EE6A,P11362
D0EE6A,P17948
D0EE6A,P35968
D02NHS,P07477
D02NHS,P00734
D02ZYA,P20248
D02ZYA,P24941
D0U8YN,P20248
D0U8YN,P24941
D01UGN,Q16539
D0O1WX,P12461
D05WHM,Q9HBH1
DB12948,Q7LG56
D0J3SW,P23946
D0NN0V,P03372
D0NN0V,Q92731
DB13182,P03372
DB13182,Q92731
D0ZC7V,P10253
DB00764,P04150
DB00450,P14416
D09CKF,P00734
DB04209,P29973
D02EHV,P06213
D06SVW,P06213
DB00178,P12821
DB00877,P42345
D09NTC,P09874
DB07364,P20248
DB07364,P06493
DB07364,P24941
DB07364,P24864
DB07364,P49840
DB00355,P0AD68
DB09000,P08908
DB09000,P28223
DB09000,P28335
DB09000,P34969
D0BQ8M,Q9NYX4
DB06999,P35968
DB01098,P04035
D0A8JM,P01375
D0JH6W,P00742
D09PHV,O14746
D01FMS,P29474
DB00159,P35354
D01SWO,P03372
D01SWO,Q92731
D03DVM,P03372
D03DVM,Q92731
D0X2VK,P03372
D0X2VK,Q92731
D0O2KP,P03372
D0O2KP,Q92731
D00PCE,P46098
D00PCE,O95264
DB13511,P14416
DB06460,P25101
DB06460,P24530
D0PC5N,P72525
D02LUF,P18054
D02LUF,P16050
D0K0QU,P18054
D0K0QU,P16050
D0H8FG,P18054
D0H8FG,P16050
D0W5DZ,P18054
D0W5DZ,P16050
D0I6ZS,P18054
D0I6ZS,P16050
D0M9VY,P16050
D03NLE,P16050
D07JRW,P18054
D07JRW,P16050
DB04287,P14555
D0Y0JM,P27338
D0GR5L,P10275
D0GR5L,P08235
D0GR5L,P06401
DB00132,O14842
D04UVC,P22001
DB08009,P09619
DB08009,P35968
DB01113,O76074
D04LRN,P12268
D0A0UW,P12268
D04DYZ,P49356
DB01251,P78508
D0I1NX,P03372
D0I1NX,Q92731
D06DNN,P03372
D06DNN,Q92731
D02DVT,P03372
D02DVT,Q92731
D00OLH,P03372
D00OLH,Q92731
D0L4HU,P31645
D0A0UC,P31645
DB01125,P00734
D0IO8J,Q14833
DB04438,P04183
DB06519,P37231
D0E6BA,O14746
DB04272,Q9HBA0
D0V1UL,Q9HBH1
